province,model,bodyType,month,isSpringFestival,sales12MonthAgo,sales11MonthAgo,sales10MonthAgo,sales9MonthAgo,sales8MonthAgo,sales7MonthAgo,sales6MonthAgo,sales5MonthAgo,sales4MonthAgo,sales3MonthAgo,sales2MonthAgo,sales1MonthAgo,averageSales2Month,averageSales3Month,firstOrderTrend1,firstOrderTrend2,secondOrderTrend
19,31,2,4,0,256,285,240,260,305,212,189,228,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,31,2,4,0,195,274,315,277,268,213,164,247,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,31,2,4,0,193,286,212,215,219,199,188,186,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,31,2,4,0,104,97,90,78,104,69,44,94,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,32,3,4,0,217,192,208,169,209,261,157,325,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,32,3,4,0,559,552,559,568,496,633,817,622,908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,32,3,4,0,141,156,128,146,189,194,188,211,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,32,3,4,0,127,128,132,116,105,91,84,126,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,32,3,4,0,413,385,387,456,447,479,394,423,589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,32,3,4,0,771,749,842,897,904,1032,1004,994,1540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,32,3,4,0,1694,1756,1539,1936,1912,2146,2072,2048,3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,32,3,4,0,437,462,390,470,484,542,537,572,839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,32,3,4,0,2465,2754,2779,2551,2831,3372,3213,3185,4687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,32,3,4,0,1206,1444,1326,1376,2120,1771,1953,1932,3603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,32,3,4,0,1325,1301,1251,1387,1382,1410,1551,1529,2577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,32,3,4,0,359,341,393,389,426,463,502,520,707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,32,3,4,0,1146,1168,1072,1294,1269,1276,1339,1412,2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,32,3,4,0,2423,2523,2603,3162,2973,3080,3382,3241,5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,32,3,4,0,680,733,621,813,822,894,995,1020,1628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,32,3,4,0,406,468,397,454,447,595,540,450,719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,32,3,4,0,663,615,657,743,779,889,856,851,1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,32,3,4,0,314,359,319,319,322,371,355,542,493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,32,3,4,0,468,482,534,500,483,512,500,698,911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,32,3,4,0,172,136,158,183,160,169,141,157,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,32,3,4,0,452,488,436,535,576,634,679,692,1112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,32,3,4,0,482,469,565,521,543,559,428,606,668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,33,2,4,0,521,647,608,619,726,770,537,944,1335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,33,2,4,0,214,226,198,297,263,248,248,339,451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,33,2,4,0,311,387,355,326,370,370,413,451,646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,33,2,4,0,84,102,87,71,101,86,53,85,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,33,2,4,0,521,559,581,527,664,831,558,780,1310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,33,2,4,0,246,257,285,305,420,360,450,462,680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,33,2,4,0,843,928,824,912,1138,1251,1154,1149,1682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,33,2,4,0,169,231,178,188,345,260,267,296,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,33,2,4,0,195,239,246,184,249,327,211,291,352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,33,2,4,0,54,89,79,95,76,109,105,108,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,33,2,4,0,1007,1280,1090,1058,1318,1361,1434,1500,2275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,33,2,4,0,180,217,188,232,281,331,328,426,660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,33,2,4,0,598,847,611,670,860,765,645,710,1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,33,2,4,0,410,471,586,659,755,577,697,765,1234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,33,2,4,0,450,632,576,610,714,681,755,881,1267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,33,2,4,0,138,174,236,210,228,238,222,273,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,33,2,4,0,224,307,284,328,398,464,369,463,847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,33,2,4,0,176,297,240,200,252,252,280,302,451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,33,2,4,0,84,109,71,94,144,110,80,102,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,33,2,4,0,117,117,161,107,136,118,97,128,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,33,2,4,0,610,649,548,736,763,674,958,1013,1617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,33,2,4,0,104,150,105,113,153,106,123,117,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,34,2,4,0,226,214,231,1376,364,429,271,431,485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,34,2,4,0,108,106,85,183,133,193,170,219,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,34,2,4,0,48,62,45,54,52,67,84,86,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,34,2,4,0,105,117,108,135,120,201,105,148,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,34,2,4,0,163,126,156,158,240,401,151,299,273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,34,2,4,0,74,80,96,91,141,190,131,225,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,34,2,4,0,296,237,243,266,313,411,311,495,430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,34,2,4,0,34,43,37,45,67,94,54,109,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,34,2,4,0,101,111,106,100,115,132,132,135,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,34,2,4,0,17,42,31,35,34,44,32,40,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,34,2,4,0,278,361,289,335,427,537,405,723,651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,34,2,4,0,53,58,44,58,62,97,53,129,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,34,2,4,0,151,190,159,151,222,288,202,316,304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,34,2,4,0,142,133,159,150,253,275,177,360,337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,34,2,4,0,179,236,184,200,265,399,223,510,533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,34,2,4,0,41,44,47,128,75,99,64,118,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,34,2,4,0,89,71,92,97,142,167,127,193,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,34,2,4,0,62,76,55,207,71,81,95,102,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,34,2,4,0,19,48,46,42,41,57,41,66,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,34,2,4,0,52,34,81,74,75,97,76,133,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,34,2,4,0,151,120,99,145,151,182,131,211,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,34,2,4,0,50,40,34,50,39,45,36,50,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,35,2,4,0,178,198,247,172,229,295,178,186,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,35,2,4,0,58,59,74,82,64,64,71,93,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,35,2,4,0,84,113,93,124,126,127,119,94,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,35,2,4,0,422,404,405,524,536,639,464,491,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,35,2,4,0,310,321,356,354,476,541,437,373,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,35,2,4,0,152,161,181,221,244,275,225,225,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,35,2,4,0,802,743,732,752,968,895,828,667,861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,35,2,4,0,133,162,155,176,214,192,218,193,234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,35,2,4,0,1342,1371,1506,1365,1632,2543,2393,1966,2769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,35,2,4,0,179,232,209,214,240,299,302,319,419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,35,2,4,0,575,790,696,727,808,884,890,866,1053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,35,2,4,0,178,199,185,190,228,334,263,249,328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,35,2,4,0,372,444,470,561,546,540,446,469,591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,35,2,4,0,250,224,252,313,287,373,278,291,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,35,2,4,0,562,623,668,663,739,794,766,751,883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,35,2,4,0,310,389,475,504,667,583,520,592,676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,35,2,4,0,262,352,341,399,402,522,391,380,513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,35,2,4,0,658,692,517,589,652,643,659,727,678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,35,2,4,0,229,232,286,261,346,342,250,273,328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,35,2,4,0,239,256,499,348,265,359,273,292,412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,35,2,4,0,103,121,139,167,222,209,183,176,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,35,2,4,0,195,88,95,117,126,705,86,104,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,36,1,4,0,111,133,219,252,305,253,189,224,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,36,1,4,0,240,349,251,370,328,322,342,384,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,36,1,4,0,363,397,446,439,554,594,520,540,578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,36,1,4,0,521,645,648,738,710,716,555,804,747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,36,1,4,0,610,516,696,747,853,964,787,750,896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,36,1,4,0,149,170,178,202,240,274,256,234,302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,36,1,4,0,657,631,628,667,792,970,906,824,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,36,1,4,0,218,272,224,246,326,337,407,371,427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,36,1,4,0,1067,1547,1898,1873,2104,2281,2270,2201,2378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,36,1,4,0,172,226,248,272,340,365,351,360,383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,36,1,4,0,407,545,534,592,698,728,718,580,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,36,1,4,0,176,242,230,289,241,378,316,286,363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,36,1,4,0,721,849,721,962,1094,1052,1033,1012,1203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,36,1,4,0,422,450,484,638,714,768,669,651,892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,36,1,4,0,407,503,544,617,739,738,663,674,820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,36,1,4,0,740,929,1121,1218,1196,1452,1245,1203,1482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,36,1,4,0,376,475,496,530,587,687,558,506,749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,36,1,4,0,237,399,355,340,322,385,473,382,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,36,1,4,0,595,611,583,678,909,852,761,829,1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,36,1,4,0,351,290,544,368,383,473,447,430,591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,36,1,4,0,522,505,419,505,615,617,643,476,635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,36,1,4,0,307,314,331,413,428,410,378,440,508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,37,2,4,0,48,42,46,60,56,89,75,92,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,37,2,4,0,97,72,92,101,116,117,159,182,275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,37,2,4,0,78,87,84,89,105,134,146,180,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,37,2,4,0,36,32,45,41,40,42,48,82,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,37,2,4,0,154,123,197,155,287,297,268,393,654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,37,2,4,0,97,103,125,123,120,141,192,188,376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,37,2,4,0,181,193,211,187,260,255,349,312,574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,37,2,4,0,70,76,81,82,108,105,132,143,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,37,2,4,0,429,504,568,492,615,692,978,1185,1862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,37,2,4,0,66,89,103,111,120,142,206,230,372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,37,2,4,0,358,395,364,346,423,460,571,596,995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,37,2,4,0,120,123,138,130,192,210,317,296,521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,37,2,4,0,165,184,178,191,217,243,293,344,523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,37,2,4,0,161,188,248,234,365,372,457,425,819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,37,2,4,0,293,293,451,433,549,507,551,587,1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,37,2,4,0,100,79,129,117,148,188,203,243,368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,37,2,4,0,96,119,133,162,229,236,300,359,656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,37,2,4,0,130,141,134,138,134,168,231,259,409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,37,2,4,0,111,127,127,138,164,160,216,222,386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,37,2,4,0,59,80,101,84,95,112,155,125,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,37,2,4,0,55,62,48,76,86,87,115,113,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,37,2,4,0,66,61,78,87,93,69,84,113,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,38,2,4,0,320,311,280,332,341,475,288,330,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,38,2,4,0,154,174,208,237,210,296,354,527,438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,38,2,4,0,287,352,354,352,396,368,451,533,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,38,2,4,0,319,299,344,411,421,374,323,378,489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,38,2,4,0,677,703,870,874,1179,1263,1119,1083,1713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,38,2,4,0,447,450,474,531,638,743,737,778,951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,38,2,4,0,2012,1985,2046,2150,2770,3225,3176,2804,3961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,38,2,4,0,626,775,870,822,1077,1141,1396,1289,2044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,38,2,4,0,6812,7957,8612,8119,10514,11327,10929,10485,12138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,38,2,4,0,1087,1463,1613,1736,2291,2448,2230,2157,2963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,38,2,4,0,2087,2259,2343,2472,2603,2698,2915,2532,3369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,38,2,4,0,835,979,1050,1189,1342,1563,1467,1393,1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,38,2,4,0,1697,1832,1815,2279,2449,2337,2523,2518,3609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,38,2,4,0,1492,1391,1525,1910,2272,2311,2004,1999,3105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,38,2,4,0,1369,1509,1644,1767,1896,1932,1907,1935,2419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,38,2,4,0,827,842,1061,1101,1051,1206,1327,1303,2165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,38,2,4,0,1093,1503,1476,1786,1858,2160,1767,1696,2417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,38,2,4,0,945,1316,1163,1316,1476,1544,1688,1572,1920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,38,2,4,0,1541,1606,1822,1931,2151,2147,2045,2285,3014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,38,2,4,0,330,400,708,364,385,467,671,547,866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,38,2,4,0,284,326,299,382,387,425,432,390,642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,38,2,4,0,509,589,621,701,1075,927,822,1104,1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,39,1,4,0,213,175,131,62,223,288,334,333,405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,39,1,4,0,298,329,209,81,389,480,466,533,555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,39,1,4,0,399,353,232,84,339,393,355,458,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,39,1,4,0,347,230,135,126,317,411,461,689,676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,39,1,4,0,354,296,108,64,382,522,529,642,649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,39,1,4,0,365,359,86,125,393,488,570,622,681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,39,1,4,0,1214,1085,369,273,1000,1192,1241,1423,1640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,39,1,4,0,403,345,137,148,396,551,467,595,723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,39,1,4,0,2621,2524,1566,594,2431,2956,3252,3829,4066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,39,1,4,0,255,297,140,103,277,336,389,407,481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,39,1,4,0,787,820,405,226,838,926,1064,1203,1390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,39,1,4,0,439,342,151,95,317,402,446,437,576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,39,1,4,0,1066,971,374,253,922,911,1078,1205,1370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,39,1,4,0,1159,919,330,428,1111,1295,1278,1512,1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,39,1,4,0,682,669,277,191,789,847,1023,1105,1341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,39,1,4,0,1131,1057,674,316,1053,1385,1304,1723,2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,39,1,4,0,689,570,218,194,551,712,695,816,911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,39,1,4,0,479,612,226,137,543,591,622,700,796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,39,1,4,0,730,631,387,271,733,853,891,1081,1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,39,1,4,0,125,128,35,39,154,285,243,301,322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,39,1,4,0,386,360,198,125,357,434,525,578,587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,39,1,4,0,485,461,268,130,519,630,543,729,814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,40,1,4,0,172,211,259,235,234,227,143,177,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,40,1,4,0,347,383,359,548,448,420,225,359,309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,40,1,4,0,298,379,324,426,353,305,214,215,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,40,1,4,0,128,156,127,143,113,150,121,198,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,40,1,4,0,378,467,472,512,561,494,291,364,424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,40,1,4,0,434,485,530,589,548,523,287,377,457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,40,1,4,0,953,906,900,978,952,895,531,700,713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,40,1,4,0,299,310,314,437,371,333,194,278,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,40,1,4,0,2284,2880,3003,3073,3157,2906,1622,2189,2412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,40,1,4,0,304,370,332,440,396,386,211,275,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,40,1,4,0,1130,1243,1239,1359,1276,1127,677,913,1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,40,1,4,0,377,500,498,505,477,346,244,301,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,40,1,4,0,723,877,842,1076,876,738,454,591,612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,40,1,4,0,797,764,826,1251,974,822,486,743,867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,40,1,4,0,969,1092,1188,1336,1191,1013,688,900,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,40,1,4,0,775,822,1002,1247,1129,844,697,736,962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,40,1,4,0,430,470,484,597,615,466,266,399,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,40,1,4,0,561,659,677,791,724,521,382,471,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,40,1,4,0,475,512,466,627,589,508,353,426,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,40,1,4,0,155,153,233,211,194,180,134,160,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,40,1,4,0,292,346,246,352,406,274,153,229,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,40,1,4,0,309,385,388,444,380,359,210,246,353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,41,3,4,0,313,130,176,126,150,183,117,199,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,41,3,4,0,22,20,12,9,9,13,11,17,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,41,3,4,0,36,17,19,26,22,19,25,21,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,41,3,4,0,320,244,260,250,268,314,181,257,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,41,3,4,0,33,29,34,13,37,22,23,31,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,41,3,4,0,57,45,62,31,45,37,42,61,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,41,3,4,0,303,192,237,256,222,242,190,268,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,41,3,4,0,78,62,75,85,83,109,96,93,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,41,3,4,0,749,579,865,757,844,906,781,910,847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,41,3,4,0,12,20,22,16,21,17,17,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,41,3,4,0,301,241,305,301,319,353,284,342,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,41,3,4,0,40,25,30,32,20,29,23,32,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,41,3,4,0,271,218,215,233,230,258,218,226,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,41,3,4,0,146,105,140,155,161,153,126,142,148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,41,3,4,0,371,311,449,354,283,365,291,299,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,41,3,4,0,51,39,64,44,59,48,34,63,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,41,3,4,0,28,26,30,22,38,28,29,40,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,41,3,4,0,43,37,75,57,57,54,58,65,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,41,3,4,0,129,115,148,126,163,128,97,127,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,41,3,4,0,12,19,15,18,21,16,10,19,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,41,3,4,0,37,27,23,27,20,22,12,31,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,41,3,4,0,62,37,56,42,70,58,32,39,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,42,1,4,0,140,165,214,189,313,284,306,224,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
